open_time,open,high,low,close,volume,close_time,returns
2020-10-29 07:00:00+02:00,30.321,30.396,30.32,30.391,44739.1,2020-10-29 07:59:59.999000+02:00,0.0020772883144288
2020-10-29 08:00:00+02:00,30.391,30.412,30.255,30.319,55148.17,2020-10-29 08:59:59.999000+02:00,-0.0023691224375637
2020-10-29 09:00:00+02:00,30.319,30.39,30.01,30.039,78496.22,2020-10-29 09:59:59.999000+02:00,-0.0092351330848642
2020-10-29 10:00:00+02:00,30.035,30.151,29.892,30.056,84320.83,2020-10-29 10:59:59.999000+02:00,0.0005659309564232
2020-10-29 11:00:00+02:00,30.061,30.25,30.008,30.167,70235.49,2020-10-29 11:59:59.999000+02:00,0.0036931062017566
2020-10-29 12:00:00+02:00,30.168,30.183,29.902,29.961,133805.68,2020-10-29 12:59:59.999000+02:00,-0.0068286538270296
2020-10-29 13:00:00+02:00,29.961,30.07,29.8,29.805,153432.88,2020-10-29 13:59:59.999000+02:00,-0.0052067687994392
2020-10-29 14:00:00+02:00,29.805,29.95,29.46,29.901,270477.08,2020-10-29 14:59:59.999000+02:00,0.0032209360845496
2020-10-29 15:00:00+02:00,29.901,30.187,29.86,30.156,136221.52,2020-10-29 15:59:59.999000+02:00,0.0085281428714758
2020-10-29 16:00:00+02:00,30.156,30.3,30.035,30.216,198138.33,2020-10-29 16:59:59.999000+02:00,0.0019896538002388
2020-10-29 17:00:00+02:00,30.215,30.28,30.098,30.167,77031.57,2020-10-29 17:59:59.999000+02:00,-0.0016216574000529
2020-10-29 18:00:00+02:00,30.168,30.252,30.05,30.193,84108.4,2020-10-29 18:59:59.999000+02:00,0.0008618689296251
2020-10-29 19:00:00+02:00,30.182,30.3,30.05,30.216,86168.63,2020-10-29 19:59:59.999000+02:00,0.0007617659722451
2020-10-29 20:00:00+02:00,30.216,30.239,29.8,30.093,164597.81,2020-10-29 20:59:59.999000+02:00,-0.0040706910246227
2020-10-29 21:00:00+02:00,30.093,30.12,29.855,29.855,84769.58,2020-10-29 21:59:59.999000+02:00,-0.0079088160037217
2020-10-29 22:00:00+02:00,29.856,30.022,29.84,29.996,69754.7,2020-10-29 22:59:59.999000+02:00,0.0047228269971528
2020-10-29 23:00:00+02:00,29.997,29.997,29.62,29.79,81657.26,2020-10-29 23:59:59.999000+02:00,-0.0068675823443125
2020-10-30 00:00:00+02:00,29.791,29.792,29.555,29.655,92911.75,2020-10-30 00:59:59.999000+02:00,-0.0045317220543805
2020-10-30 01:00:00+02:00,29.655,29.932,29.602,29.845,91531.01,2020-10-30 01:59:59.999000+02:00,0.0064070139942673
2020-10-30 02:00:00+02:00,29.847,30.19,29.58,30.008,196829.38,2020-10-30 02:59:59.999000+02:00,0.0054615513486346
2020-10-30 03:00:00+02:00,30.008,30.043,29.606,29.637,127668.69,2020-10-30 03:59:59.999000+02:00,-0.0123633697680618
2020-10-30 04:00:00+02:00,29.637,29.725,28.802,28.887,302280.15,2020-10-30 04:59:59.999000+02:00,-0.0253062050814859
2020-10-30 05:00:00+02:00,28.887,29.148,28.838,28.869,176689.24,2020-10-30 05:59:59.999000+02:00,-0.0006231176653858
2020-10-30 06:00:00+02:00,28.869,29.13,28.85,28.869,98611.83,2020-10-30 06:59:59.999000+02:00,0.0
2020-10-30 07:00:00+02:00,28.869,29.081,28.02,28.17,318477.08,2020-10-30 07:59:59.999000+02:00,-0.0242128234438324
2020-10-30 08:00:00+02:00,28.171,28.412,28.044,28.3,186355.03,2020-10-30 08:59:59.999000+02:00,0.0046148384806532
2020-10-30 09:00:00+02:00,28.301,28.362,27.451,28.094,366703.01,2020-10-30 09:59:59.999000+02:00,-0.0072791519434628
2020-10-30 10:00:00+02:00,28.092,28.373,27.921,27.93,168447.52,2020-10-30 10:59:59.999000+02:00,-0.0058375453833559
2020-10-30 11:00:00+02:00,27.932,28.11,27.56,27.945,197128.02,2020-10-30 11:59:59.999000+02:00,0.0005370569280342
2020-10-30 12:00:00+02:00,27.945,28.132,27.605,28.089,167714.87,2020-10-30 12:59:59.999000+02:00,0.0051529790660225
2020-10-30 13:00:00+02:00,28.094,28.34,27.915,28.133,203106.33,2020-10-30 13:59:59.999000+02:00,0.0015664494998042
2020-10-30 14:00:00+02:00,28.135,28.52,28.025,28.495,158139.66,2020-10-30 14:59:59.999000+02:00,0.0128674510361497
2020-10-30 15:00:00+02:00,28.49,28.861,28.171,28.312,260831.83,2020-10-30 15:59:59.999000+02:00,-0.006422179329707
2020-10-30 16:00:00+02:00,28.311,28.43,28.102,28.177,85354.9,2020-10-30 16:59:59.999000+02:00,-0.0047682961288499
2020-10-30 17:00:00+02:00,28.178,28.578,28.178,28.518,128261.26,2020-10-30 17:59:59.999000+02:00,0.0121020690634205
2020-10-30 18:00:00+02:00,28.518,28.567,28.286,28.503,84352.03,2020-10-30 18:59:59.999000+02:00,-0.0005259835893119
2020-10-30 19:00:00+02:00,28.492,28.741,28.492,28.589,70731.82,2020-10-30 19:59:59.999000+02:00,0.0030172262568852
2020-10-30 20:00:00+02:00,28.588,28.739,28.482,28.671,48134.84,2020-10-30 20:59:59.999000+02:00,0.0028682360348386
2020-10-30 21:00:00+02:00,28.672,28.8,28.327,28.54,100112.8,2020-10-30 21:59:59.999000+02:00,-0.0045690767674654
2020-10-30 22:00:00+02:00,28.529,28.658,28.45,28.625,43215.46,2020-10-30 22:59:59.999000+02:00,0.002978276103714
2020-10-30 23:00:00+02:00,28.629,28.677,28.311,28.555,42471.39,2020-10-30 23:59:59.999000+02:00,-0.0024454148471615
2020-10-31 00:00:00+02:00,28.555,28.634,28.418,28.418,36646.47,2020-10-31 00:59:59.999000+02:00,-0.0047977587112589
2020-10-31 01:00:00+02:00,28.418,28.62,28.418,28.509,41138.14,2020-10-31 01:59:59.999000+02:00,0.0032021957913999
2020-10-31 02:00:00+02:00,28.51,28.825,28.368,28.783,81736.92,2020-10-31 02:59:59.999000+02:00,0.0096110000350766
2020-10-31 03:00:00+02:00,28.784,28.91,28.626,28.648,78437.36,2020-10-31 03:59:59.999000+02:00,-0.0046902685613036
2020-10-31 04:00:00+02:00,28.647,28.888,28.626,28.721,117529.2,2020-10-31 04:59:59.999000+02:00,0.0025481709019827
2020-10-31 05:00:00+02:00,28.721,28.735,28.453,28.505,94636.45,2020-10-31 05:59:59.999000+02:00,-0.0075206295045437
2020-10-31 06:00:00+02:00,28.505,28.648,28.431,28.554,38092.07,2020-10-31 06:59:59.999000+02:00,0.0017189966672512
2020-10-31 07:00:00+02:00,28.554,28.6,28.12,28.246,70104.56,2020-10-31 07:59:59.999000+02:00,-0.0107865798136863
2020-10-31 08:00:00+02:00,28.245,28.437,28.134,28.386,76868.05,2020-10-31 08:59:59.999000+02:00,0.0049564540111874
2020-10-31 09:00:00+02:00,28.38,28.5,28.32,28.36,44182.15,2020-10-31 09:59:59.999000+02:00,-0.000915944479673
2020-10-31 10:00:00+02:00,28.354,28.63,28.354,28.584,96159.59,2020-10-31 10:59:59.999000+02:00,0.0078984485190409
2020-10-31 11:00:00+02:00,28.587,28.848,28.525,28.724,109236.49,2020-10-31 11:59:59.999000+02:00,0.0048978449482228
2020-10-31 12:00:00+02:00,28.725,28.81,28.357,28.58,147300.1,2020-10-31 12:59:59.999000+02:00,-0.005013229355243
2020-10-31 13:00:00+02:00,28.58,28.685,28.49,28.627,41062.68,2020-10-31 13:59:59.999000+02:00,0.0016445066480055
2020-10-31 14:00:00+02:00,28.626,28.78,28.578,28.717,63517.44,2020-10-31 14:59:59.999000+02:00,0.003143885143396
2020-10-31 15:00:00+02:00,28.717,28.826,28.536,28.756,108784.07,2020-10-31 15:59:59.999000+02:00,0.0013580805794477
2020-10-31 16:00:00+02:00,28.756,28.77,28.604,28.655,56335.81,2020-10-31 16:59:59.999000+02:00,-0.0035123104743357
2020-10-31 17:00:00+02:00,28.654,28.669,28.58,28.629,53164.5,2020-10-31 17:59:59.999000+02:00,-0.0009073460129122
2020-10-31 18:00:00+02:00,28.628,28.68,28.493,28.534,54946.05,2020-10-31 18:59:59.999000+02:00,-0.0033183135980998
2020-10-31 19:00:00+02:00,28.532,28.545,28.37,28.404,51711.8,2020-10-31 19:59:59.999000+02:00,-0.0045559683184972
2020-10-31 20:00:00+02:00,28.404,28.482,28.284,28.381,49040.9,2020-10-31 20:59:59.999000+02:00,-0.000809745106323
2020-10-31 21:00:00+02:00,28.386,28.53,28.35,28.379,35329.24,2020-10-31 21:59:59.999000+02:00,-7.046968042001556e-05
2020-10-31 22:00:00+02:00,28.382,28.487,28.363,28.475,25345.5,2020-10-31 22:59:59.999000+02:00,0.0033827830438
2020-10-31 23:00:00+02:00,28.471,28.489,28.285,28.296,23888.42,2020-10-31 23:59:59.999000+02:00,-0.0062862159789289
